Artikel Nr.,Beschichtung,d1 mm,b mm,Nuttiefe mm,Typ (Modell),Zahnform,b1 mm,Aufnahme 6018. _ _ _ _
63140185,AlCrN-beschichtet,15,0.5,3.5,GS07,18 B,2.0,".0262, .0290, .0322, .0326, .0330"
63140190,AlCrN-beschichtet,15,1,3.5,GS07,18 Bw,2.0,".0262, .0290, .0322, .0326, .0330"
63140195,AlCrN-beschichtet,15,1.5,3.5,GS07,18 Bw,2.1,".0262, .0290, .0322, .0326, .0330"
